Zoo Name,Location,City,State,SpeciesID,Species Name,Opening Balance - Male,Opening Balance - Female,Opening Balance - Unknown Sex,Opening Balance - Total,Birth - Male,Birth - Female,Birth - Unknown Sex,Acquisition - Male,Acquisition - Female,Acquisition - Unknown Sex,Death - Male,Death - Female,Death - Unknown Sex,Disposal - Male,Disposal - Female,Disposal - Unknown Sex,Closing Balance - Male,Closing Balance - Female,Closing Balance - Unknown Sex,Closing Balance - Total,Zoo Size,Total_Birth,Total_Acquisition,Total_Death,Total_Disposal,Calculated_Closing,Reporting_Error,Zone,Net_Growth,Is_Endangered,Mortality_Rate
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,80.0,"*Indian Chevrotain, (Moschiola ) Mouse Deer indica",2.0,7.0,6.0,15.0,10.0,13.0,3.0,12.0,12.0,2.0,5.0,12.0,11.0,2.0,12.0,2.0,2.0,8.0,7.0,17.0,Large,26.0,26.0,28.0,16.0,23.0,True,South,8.0,False,1.87
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,81.0,Indian Crested (Hystrix ) Porcupine indica,14.0,2.0,6.0,9.0,2.0,5.0,15.0,13.0,6.0,3.0,2.0,12.0,9.0,10.0,8.0,7.0,10.0,2.0,6.0,9.0,Large,22.0,22.0,23.0,25.0,5.0,True,South,-4.0,False,2.56
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,82.0,*Indian Elephant (Elephas ) maximus,3.0,2.0,9.0,2.0,4.0,14.0,14.0,3.0,9.0,4.0,3.0,10.0,8.0,13.0,2.0,2.0,13.0,2.0,8.0,2.0,Large,32.0,16.0,21.0,17.0,12.0,True,South,10.0,False,10.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,83.0,*Indian Hog Deer (Axis ) porcinus,3.0,2.0,2.0,7.0,5.0,7.0,6.0,2.0,9.0,10.0,3.0,2.0,4.0,10.0,3.0,4.0,2.0,5.0,2.0,5.0,Large,18.0,21.0,9.0,17.0,20.0,True,South,13.0,False,1.29
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,84.0,*Indian Jackal (Canis ) aureus indicus,12.0,3.0,8.0,4.0,15.0,15.0,9.0,13.0,8.0,8.0,3.0,15.0,12.0,3.0,14.0,7.0,2.0,3.0,11.0,5.0,Large,39.0,29.0,30.0,24.0,18.0,True,South,14.0,False,7.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,85.0,Indian Muntjac (Muntiacus ) muntjak,3.0,5.0,5.0,13.0,3.0,7.0,2.0,15.0,2.0,15.0,6.0,15.0,12.0,7.0,5.0,14.0,3.0,4.0,5.0,12.0,Large,12.0,32.0,33.0,26.0,-2.0,True,South,-15.0,False,2.54
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,87.0,*Indian Wild Ass (Equus ) hemionus khur,4.0,5.0,2.0,14.0,15.0,12.0,15.0,4.0,7.0,12.0,13.0,15.0,12.0,6.0,15.0,7.0,10.0,15.0,7.0,5.0,Large,42.0,23.0,40.0,28.0,11.0,True,South,-3.0,False,2.86
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,88.0,*Indian Wolf (Canis lupus ) pallipes,9.0,2.0,12.0,11.0,13.0,14.0,13.0,10.0,15.0,2.0,5.0,6.0,15.0,5.0,13.0,15.0,9.0,2.0,11.0,11.0,Large,40.0,27.0,26.0,33.0,19.0,True,South,8.0,False,2.36
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,89.0,*Jungle Cat (Felis chaus ),3.0,2.0,12.0,5.0,7.0,3.0,4.0,13.0,15.0,2.0,13.0,5.0,4.0,12.0,3.0,6.0,4.0,5.0,5.0,9.0,Large,14.0,30.0,22.0,21.0,6.0,True,South,1.0,False,4.4
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,90.0,*Leopard (Panthera ) pardus,3.0,13.0,6.0,4.0,11.0,7.0,8.0,4.0,5.0,11.0,14.0,12.0,12.0,15.0,13.0,14.0,3.0,9.0,5.0,4.0,Large,26.0,20.0,38.0,42.0,-30.0,True,South,-34.0,False,9.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,91.0,*Lion-tailed (Macaca ) Macaque silenus,3.0,4.0,14.0,21.0,5.0,6.0,5.0,14.0,2.0,7.0,2.0,6.0,8.0,10.0,15.0,14.0,3.0,4.0,15.0,22.0,Large,16.0,23.0,16.0,39.0,5.0,True,South,-16.0,False,0.76
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,92.0,*Malabar Giant (Ratufa ) Squirrel (Indian indica Giant Squirrel),2.0,11.0,5.0,2.0,3.0,2.0,3.0,15.0,15.0,6.0,14.0,10.0,11.0,7.0,7.0,5.0,3.0,12.0,13.0,2.0,Large,8.0,36.0,35.0,19.0,-8.0,True,South,-10.0,False,17.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,93.0,*Malayan Giant (Ratufa ) Squirrel bicolor,5.0,6.0,12.0,2.0,7.0,4.0,8.0,15.0,13.0,3.0,11.0,9.0,8.0,11.0,9.0,2.0,7.0,4.0,13.0,2.0,Large,19.0,31.0,28.0,22.0,2.0,False,South,0.0,False,14.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,94.0,Masai Giraffe (Giraffa ) tippelskirchi,14.0,7.0,12.0,4.0,5.0,11.0,5.0,12.0,11.0,14.0,10.0,4.0,15.0,4.0,2.0,15.0,2.0,11.0,12.0,2.0,Large,21.0,37.0,29.0,21.0,12.0,True,South,8.0,False,7.25
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,95.0,Nilgai (Boselaphus ) tragocamel us,2.0,7.0,7.0,16.0,7.0,8.0,8.0,10.0,11.0,12.0,2.0,3.0,3.0,2.0,13.0,15.0,2.0,7.0,15.0,24.0,Large,23.0,33.0,8.0,30.0,34.0,True,South,18.0,False,0.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,96.0,*Nilgiri Langur (Semnopithe ) cus johnii,4.0,5.0,11.0,20.0,8.0,8.0,3.0,11.0,7.0,2.0,4.0,10.0,15.0,7.0,14.0,15.0,4.0,5.0,14.0,23.0,Large,19.0,20.0,29.0,36.0,-6.0,True,South,-26.0,False,1.45
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,97.0,*Rhesus Macaque (Macaca ) mulatta,19.0,15.0,55.0,89.0,10.0,12.0,7.0,7.0,11.0,6.0,2.0,5.0,8.0,9.0,10.0,11.0,19.0,14.0,55.0,88.0,Large,29.0,24.0,15.0,30.0,97.0,True,South,8.0,False,0.17
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,98.0,Sambar Deer (Rusa ) unicolor,11.0,39.0,26.0,76.0,4.0,9.0,10.0,6.0,2.0,9.0,8.0,12.0,14.0,8.0,9.0,4.0,10.0,39.0,36.0,85.0,Large,23.0,17.0,34.0,21.0,61.0,True,South,-15.0,False,0.45
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,100.0,*Small Indian Civet (Viverricula ) indica,4.0,9.0,15.0,3.0,6.0,10.0,13.0,6.0,10.0,14.0,2.0,11.0,10.0,13.0,3.0,15.0,10.0,7.0,6.0,11.0,Large,29.0,30.0,23.0,31.0,8.0,True,South,5.0,False,7.67
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,101.0,Striped Hyena (Hyaena ) hyaena,15.0,3.0,7.0,4.0,9.0,14.0,2.0,8.0,14.0,5.0,9.0,9.0,11.0,4.0,2.0,14.0,15.0,3.0,2.0,4.0,Large,25.0,27.0,29.0,20.0,7.0,True,South,3.0,False,7.25
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,102.0,*Tiger (Panthera ) (leucistic/White) tigris,2.0,7.0,7.0,9.0,5.0,10.0,11.0,10.0,4.0,12.0,14.0,10.0,2.0,5.0,11.0,10.0,2.0,7.0,10.0,9.0,Large,26.0,26.0,26.0,26.0,9.0,False,South,0.0,False,2.89
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,103.0,Wild Boar (Sus scrofa ),3.0,11.0,16.0,19.0,9.0,7.0,4.0,13.0,2.0,9.0,9.0,14.0,7.0,9.0,3.0,8.0,2.0,4.0,12.0,14.0,Large,20.0,24.0,30.0,20.0,13.0,True,South,-6.0,False,1.58
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,104.0,Yellow Baboon (Papio ) cynocephal us,5.0,9.0,14.0,9.0,15.0,2.0,2.0,12.0,2.0,10.0,10.0,7.0,6.0,11.0,7.0,14.0,11.0,7.0,7.0,5.0,Large,19.0,24.0,23.0,32.0,-3.0,True,South,-12.0,False,2.56
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,46.96859169199595,Reptilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,0.0,0.0,0.0,0.0,0.0,False,South,0.0,False,0.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,105.0,*Asian Water (Varanus ) Monitor salvator,9.0,10.0,8.0,2.0,3.0,7.0,6.0,13.0,9.0,14.0,3.0,2.0,8.0,2.0,12.0,8.0,4.0,15.0,2.0,2.0,Large,16.0,36.0,13.0,22.0,19.0,True,South,17.0,False,6.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,106.0,*Assam Roof Turtle (Pangshura ) sylhentensi s,14.0,14.0,4.0,4.0,9.0,9.0,11.0,6.0,10.0,3.0,9.0,13.0,5.0,6.0,11.0,4.0,15.0,13.0,4.0,4.0,Large,29.0,19.0,27.0,21.0,4.0,False,South,0.0,False,6.75
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,107.0,*Bengal Monitor (Varanus ) bengalensis,5.0,6.0,3.0,6.0,9.0,2.0,12.0,13.0,9.0,15.0,3.0,14.0,2.0,6.0,5.0,3.0,15.0,6.0,3.0,6.0,Large,23.0,37.0,19.0,14.0,33.0,True,South,27.0,False,3.17
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,108.0,"Black Pond Turtle, (Geoclemys ) Black Spotted hamiltonii Turtle, Hamilton's Terrapin, Spotted Pond Turtle",14.0,5.0,45.0,45.0,5.0,15.0,8.0,7.0,14.0,12.0,8.0,12.0,6.0,6.0,5.0,8.0,10.0,13.0,45.0,45.0,Large,28.0,33.0,26.0,19.0,61.0,True,South,16.0,False,0.58
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,109.0,*Checkered (Fowlea ) Keelback piscator,5.0,2.0,8.0,10.0,10.0,6.0,11.0,13.0,7.0,8.0,4.0,9.0,12.0,2.0,12.0,13.0,4.0,2.0,8.0,10.0,Large,27.0,28.0,25.0,27.0,13.0,True,South,3.0,False,2.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,110.0,Common Krait (Bungarus ) caeruleus,14.0,14.0,2.0,2.0,5.0,12.0,14.0,4.0,14.0,4.0,7.0,9.0,12.0,4.0,14.0,2.0,6.0,15.0,2.0,2.0,Large,31.0,22.0,28.0,20.0,7.0,True,South,5.0,False,14.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,112.0,Common Sand (Gongylophi ) Boa s conicus,7.0,5.0,5.0,5.0,9.0,3.0,7.0,14.0,14.0,3.0,9.0,4.0,12.0,11.0,5.0,5.0,2.0,6.0,5.0,5.0,Large,19.0,31.0,25.0,21.0,9.0,True,South,4.0,False,5.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,113.0,Common Trinket (Coelognath ) Snake us helena,8.0,3.0,2.0,2.0,4.0,4.0,14.0,8.0,2.0,4.0,13.0,5.0,3.0,13.0,12.0,9.0,10.0,4.0,2.0,2.0,Large,22.0,14.0,21.0,34.0,-17.0,True,South,-19.0,False,10.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,114.0,Common Vine (Ahaetulla ) Snake nasuta,2.0,5.0,4.0,4.0,7.0,11.0,15.0,15.0,12.0,15.0,8.0,5.0,7.0,15.0,15.0,2.0,13.0,11.0,4.0,4.0,Large,33.0,42.0,20.0,32.0,27.0,True,South,23.0,False,5.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,115.0,Cuvier's Dwarf (Paleosuchu ) Caiman s palpebrosu s,7.0,13.0,4.0,4.0,10.0,9.0,15.0,7.0,2.0,10.0,15.0,14.0,7.0,5.0,2.0,9.0,11.0,2.0,2.0,3.0,Large,34.0,19.0,36.0,16.0,5.0,True,South,1.0,False,9.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,116.0,*Gharial (Gavialis ) gangeticus,3.0,4.0,13.0,8.0,9.0,14.0,14.0,5.0,13.0,5.0,8.0,7.0,14.0,3.0,13.0,14.0,3.0,4.0,15.0,7.0,Large,37.0,23.0,29.0,30.0,9.0,True,South,1.0,False,3.62
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,117.0,Green Iguana (Iguana ) iguana,14.0,15.0,8.0,3.0,15.0,7.0,10.0,14.0,13.0,7.0,14.0,13.0,9.0,3.0,2.0,2.0,12.0,8.0,6.0,8.0,Large,32.0,34.0,36.0,7.0,26.0,True,South,23.0,False,12.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,118.0,Hard-shelled (Melanochel ) terrapin ys trijuga,2.0,7.0,6.0,6.0,7.0,11.0,5.0,8.0,3.0,2.0,6.0,5.0,3.0,6.0,10.0,6.0,13.0,15.0,7.0,7.0,Large,23.0,13.0,14.0,22.0,6.0,True,South,0.0,False,2.33
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,119.0,*Indian Rock (Python ) Python molurus,8.0,14.0,8.0,8.0,13.0,7.0,6.0,10.0,7.0,2.0,2.0,13.0,2.0,13.0,6.0,4.0,15.0,4.0,8.0,8.0,Large,26.0,19.0,17.0,23.0,13.0,True,South,5.0,False,2.12
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,120.0,Indian Star (Geochelone ) Tortoise elegans,4.0,13.0,15.0,15.0,15.0,13.0,14.0,7.0,8.0,15.0,2.0,3.0,12.0,2.0,12.0,8.0,13.0,14.0,15.0,15.0,Large,42.0,30.0,17.0,22.0,48.0,True,South,33.0,False,1.13
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,121.0,*Indian flapshell (Lissemys ) turtle punctata,10.0,14.0,4.0,4.0,3.0,8.0,2.0,13.0,12.0,9.0,15.0,5.0,11.0,4.0,12.0,7.0,7.0,4.0,4.0,4.0,Large,13.0,34.0,31.0,23.0,-3.0,True,South,-7.0,False,7.75
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,122.0,*King Cobra (Ophiophag ) us hannah,2.0,2.0,5.0,4.0,6.0,8.0,3.0,7.0,10.0,5.0,12.0,13.0,4.0,2.0,2.0,9.0,2.0,10.0,7.0,2.0,Large,17.0,22.0,29.0,13.0,1.0,True,South,-3.0,False,7.25
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,123.0,*Marsh Crocodile (Crocodylus ) palustris,20.0,50.0,11.0,81.0,12.0,8.0,3.0,9.0,4.0,5.0,11.0,5.0,10.0,9.0,4.0,6.0,19.0,49.0,10.0,78.0,Large,23.0,18.0,26.0,19.0,77.0,True,South,-4.0,False,0.32
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,124.0,Morelet's (Crocodylus ) Crocodile moreletii,9.0,8.0,13.0,14.0,5.0,15.0,3.0,8.0,5.0,3.0,8.0,6.0,14.0,4.0,15.0,12.0,4.0,12.0,5.0,5.0,Large,23.0,16.0,28.0,31.0,-6.0,True,South,-20.0,False,2.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,126.0,Red Sand Boa (Eryx johnii ),15.0,4.0,5.0,5.0,5.0,15.0,7.0,9.0,15.0,4.0,3.0,12.0,7.0,14.0,11.0,8.0,6.0,9.0,4.0,4.0,Large,27.0,28.0,22.0,33.0,5.0,True,South,0.0,False,4.4
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,127.0,Red eared slider (Trachemys ) scripta elegans,3.0,3.0,5.0,5.0,6.0,11.0,11.0,8.0,5.0,10.0,8.0,7.0,14.0,6.0,8.0,2.0,9.0,3.0,4.0,4.0,Large,28.0,23.0,29.0,16.0,11.0,True,South,6.0,False,5.8
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,128.0,*Reticulated Python (Malayopyth ) on reticulatus,8.0,2.0,11.0,12.0,13.0,10.0,9.0,6.0,8.0,7.0,13.0,10.0,11.0,7.0,9.0,3.0,3.0,8.0,8.0,9.0,Large,32.0,21.0,34.0,19.0,12.0,True,South,0.0,False,2.83
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,129.0,Royal Python/ Ball (Python ) Python regius,13.0,12.0,11.0,2.0,9.0,5.0,9.0,7.0,9.0,9.0,10.0,15.0,10.0,11.0,5.0,4.0,11.0,10.0,13.0,2.0,Large,23.0,25.0,35.0,20.0,-5.0,True,South,-7.0,False,17.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,130.0,*Russell's Viper (Daboia ) russelii,6.0,15.0,3.0,3.0,3.0,11.0,9.0,15.0,11.0,9.0,5.0,10.0,3.0,11.0,8.0,11.0,5.0,15.0,3.0,3.0,Large,23.0,35.0,18.0,30.0,13.0,True,South,10.0,False,6.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,131.0,*Saltwater (Crocodylus ) Crocodile porosus,2.0,10.0,12.0,2.0,6.0,13.0,7.0,9.0,12.0,5.0,5.0,11.0,5.0,6.0,2.0,2.0,2.0,15.0,2.0,2.0,Large,26.0,26.0,21.0,10.0,23.0,True,South,21.0,False,10.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,132.0,Siamese Crocodile (Crocodylus ) siamensis,2.0,14.0,9.0,3.0,7.0,15.0,3.0,9.0,12.0,8.0,9.0,7.0,9.0,10.0,7.0,15.0,10.0,4.0,10.0,2.0,Large,25.0,29.0,25.0,32.0,0.0,True,South,-3.0,False,8.33
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,133.0,Spectacled (Caiman ) Caiman crocodilus,10.0,2.0,8.0,2.0,14.0,4.0,11.0,15.0,9.0,12.0,6.0,12.0,10.0,15.0,2.0,8.0,2.0,2.0,6.0,2.0,Large,29.0,36.0,28.0,25.0,14.0,True,South,12.0,False,14.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,134.0,*Spectacled Cobra (Naja naja ),10.0,13.0,14.0,14.0,5.0,12.0,13.0,7.0,2.0,10.0,8.0,4.0,9.0,2.0,9.0,2.0,2.0,12.0,14.0,14.0,Large,30.0,19.0,21.0,13.0,29.0,True,South,15.0,False,1.5
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,135.0,Striped Keelback (Amphiesma ) stolatum,6.0,12.0,4.0,4.0,13.0,6.0,2.0,9.0,12.0,11.0,8.0,11.0,5.0,7.0,13.0,13.0,8.0,9.0,4.0,4.0,Large,21.0,32.0,24.0,33.0,0.0,True,South,-4.0,False,6.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,136.0,*Tricarinate Hill (Melanochel ) Turtle ys tricarinata,8.0,11.0,2.0,2.0,2.0,12.0,6.0,15.0,7.0,12.0,11.0,15.0,6.0,7.0,5.0,10.0,10.0,11.0,2.0,2.0,Large,20.0,34.0,32.0,22.0,2.0,False,South,0.0,False,16.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,137.0,Whitaker's Boa (Eryx ) whitakeri,9.0,12.0,7.0,2.0,13.0,9.0,4.0,4.0,6.0,3.0,14.0,4.0,4.0,11.0,14.0,13.0,14.0,10.0,12.0,7.0,Large,26.0,13.0,22.0,38.0,-19.0,True,South,-21.0,False,11.0
Arignar Anna Zoological Park,Vandalur,Chennai,Tamil Nadu,138.0,Yellow Anaconda (Eunectes ) notaeus,2.0,4.0,7.0,13.0,11.0,8.0,20.0,9.0,4.0,12.0,12.0,3.0,3.0,12.0,3.0,5.0,2.0,3.0,19.0,24.0,Large,39.0,25.0,18.0,20.0,39.0,True,South,26.0,False,1.38
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,1.0,*Common Hill Myna (Gracula ) religiosa,15.0,4.0,25.0,25.0,9.0,13.0,8.0,4.0,13.0,6.0,9.0,13.0,2.0,14.0,12.0,7.0,15.0,13.0,25.0,25.0,Large,30.0,23.0,24.0,33.0,21.0,True,South,-4.0,False,0.96
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,2.0,Egyptian Vulture (Neophron ) percnopteru s,13.0,8.0,9.0,2.0,5.0,14.0,11.0,4.0,9.0,10.0,7.0,3.0,2.0,5.0,12.0,15.0,8.0,10.0,2.0,2.0,Large,30.0,23.0,12.0,32.0,11.0,True,South,9.0,False,6.0
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,3.0,Himalayan Vulture (Gyps ) himalayensi s,6.0,12.0,5.0,5.0,5.0,4.0,6.0,10.0,9.0,3.0,13.0,6.0,7.0,8.0,7.0,10.0,14.0,11.0,5.0,5.0,Large,15.0,22.0,26.0,25.0,-9.0,True,South,-14.0,False,5.2
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,4.0,*Indian Peafowl (Pavo ) cristatus,3.0,3.0,4.0,10.0,13.0,5.0,5.0,8.0,13.0,4.0,6.0,9.0,2.0,2.0,13.0,6.0,2.0,3.0,4.0,9.0,Large,23.0,25.0,17.0,21.0,20.0,True,South,10.0,False,1.7
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,5.0,*Kalij Pheasant (Lophura ) leucomelan os,11.0,9.0,7.0,14.0,13.0,15.0,11.0,7.0,8.0,8.0,12.0,12.0,15.0,5.0,5.0,11.0,8.0,2.0,14.0,3.0,Large,39.0,23.0,39.0,21.0,16.0,True,South,2.0,False,2.79
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,6.0,*Oriental Pied (Anthracocer ) Hornbill os albirostris,3.0,12.0,14.0,5.0,2.0,2.0,2.0,5.0,13.0,10.0,5.0,9.0,14.0,2.0,3.0,15.0,2.0,8.0,7.0,4.0,Large,6.0,28.0,28.0,20.0,-9.0,True,South,-14.0,False,5.6
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,7.0,*Tawny Eagle (Aquila ) rapax,15.0,7.0,5.0,15.0,13.0,15.0,12.0,14.0,15.0,3.0,3.0,11.0,5.0,4.0,4.0,5.0,8.0,12.0,11.0,3.0,Large,40.0,32.0,19.0,13.0,55.0,True,South,40.0,False,1.27
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,8.0,*White-winged (Asarcornis ) Wood Duck scutulata,4.0,2.0,5.0,3.0,4.0,8.0,6.0,10.0,5.0,7.0,7.0,14.0,2.0,9.0,9.0,15.0,11.0,2.0,2.0,3.0,Large,18.0,22.0,23.0,33.0,-13.0,True,South,-16.0,False,7.67
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,46.96859169199595,Mammalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,0.0,0.0,0.0,0.0,0.0,False,South,0.0,False,0.0
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,9.0,*Asian Palm Civet (Paradoxuru ) s hermaphrod itus,3.0,5.0,6.0,14.0,9.0,15.0,2.0,14.0,6.0,7.0,2.0,2.0,10.0,10.0,12.0,12.0,2.0,2.0,6.0,10.0,Large,26.0,27.0,14.0,34.0,19.0,True,South,5.0,False,1.0
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,10.0,*Asiatic Lion (Panthera ) leo persica,3.0,2.0,2.0,7.0,8.0,8.0,2.0,13.0,9.0,12.0,3.0,2.0,7.0,7.0,15.0,9.0,3.0,6.0,3.0,9.0,Large,18.0,34.0,12.0,31.0,16.0,True,South,9.0,False,1.71
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,11.0,*Assam macaque (Macaca ) assamensis,2.0,8.0,11.0,2.0,13.0,5.0,4.0,12.0,11.0,8.0,9.0,4.0,6.0,15.0,14.0,8.0,2.0,4.0,9.0,2.0,Large,22.0,31.0,19.0,37.0,-1.0,True,South,-3.0,False,9.5
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,13.0,*Bengal Slow Loris (Nycticebus ) bengalensis,2.0,3.0,2.0,7.0,7.0,3.0,15.0,5.0,15.0,10.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,Large,25.0,30.0,7.0,12.0,43.0,True,South,36.0,False,1.0
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,14.0,*Bengal Tiger (Panthera ) tigris tigris,6.0,2.0,12.0,6.0,5.0,14.0,5.0,7.0,2.0,11.0,14.0,4.0,14.0,6.0,9.0,4.0,5.0,2.0,10.0,7.0,Large,24.0,20.0,32.0,19.0,-1.0,True,South,-7.0,False,5.33
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,15.0,*Binturong (Arctictis ) binturong,13.0,15.0,7.0,12.0,13.0,15.0,15.0,10.0,14.0,11.0,7.0,4.0,14.0,3.0,7.0,9.0,8.0,6.0,11.0,5.0,Large,43.0,35.0,25.0,19.0,46.0,True,South,34.0,False,2.08
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,16.0,*Blackbuck (Antilope ) cervicapra,5.0,5.0,2.0,8.0,2.0,2.0,3.0,3.0,4.0,12.0,13.0,3.0,11.0,2.0,2.0,2.0,5.0,8.0,5.0,18.0,Large,7.0,19.0,27.0,6.0,1.0,True,South,-7.0,False,3.38
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,17.0,*Blackbuck (Antilope ) (leucistic/white) cervicapra,13.0,8.0,7.0,5.0,13.0,8.0,3.0,2.0,3.0,12.0,4.0,7.0,11.0,2.0,15.0,10.0,2.0,3.0,12.0,6.0,Large,24.0,17.0,22.0,27.0,-3.0,True,South,-8.0,False,4.4
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,18.0,*Capped Langur (Trachypithe ) cus pileatus,5.0,7.0,10.0,2.0,4.0,8.0,3.0,13.0,7.0,8.0,13.0,15.0,10.0,5.0,3.0,14.0,9.0,5.0,4.0,2.0,Large,15.0,28.0,38.0,22.0,-15.0,True,South,-17.0,False,19.0
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,19.0,*Eld's Deer (Rucervus ) (Brow-antlered eldii Deer),23.0,44.0,17.0,84.0,14.0,7.0,18.0,15.0,9.0,12.0,2.0,3.0,13.0,13.0,8.0,5.0,21.0,41.0,35.0,97.0,Large,39.0,36.0,18.0,26.0,115.0,True,South,31.0,False,0.21
Assam State Zoo Cum Botanical Garden,Guwahati,Guwahati,Assam,20.0,*Four-horned (Tetracerus ) Antelope quadricorni s,3.0,11.0,5.0,3.0,14.0,8.0,2.0,12.0,10.0,5.0,8.0,13.0,15.0,11.0,11.0,9.0,3.0,2.0,8.0,3.0,Large,24.0,27.0,36.0,31.0,-13.0,True,South,-16.0,False,12.0
